exercicio;demonstrativo;periodo;conta;cod_conta;;% (b/a);% (c/a);Até o Bimestre (c);DESPESAS EMPENHADAS ATÉ O BIMESTRE (f);DESPESAS EMPENHADAS NO BIMESTRE;DESPESAS LIQUIDADAS ATÉ O BIMESTRE (h);DESPESAS LIQUIDADAS NO BIMESTRE;DESPESAS PAGAS ATÉ O BIMESTRE (j);DOTAÇÃO ATUALIZADA (e);DOTAÇÃO INICIAL (d);INSCRITAS EM RESTOS A PAGAR NÃO PROCESSADOS (k);No Bimestre (b);PREVISÃO ATUALIZADA (a);PREVISÃO INICIAL;SALDO (a-c);SALDO (g) = (e-f);SALDO (i) = (e-h)
2022;RREO;4;IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA;ReceitaTributaria;;;;;;;;;;;;;;;;;;
2022;RREO;4;INVERSÕES FINANCEIRAS;InversoesFinanceiras;;;;;;;;;;;;;;;;;;
2022;RREO;4;INVERSÕES FINANCEIRAS;InversoesFinanceirasIntra;;;;;;;;;;;;;;;;;;
2022;RREO;4;INVESTIMENTOS;Investimentos;;;;;;;;;;;;;;;;;;
2022;RREO;4;INVESTIMENTOS;InvestimentosIntra;;;;;;;;;;;;;;;;;;
2022;RREO;4;Impostos;Impostos;;;;;;;;;;;;;;;;;;
2022;RREO;4;Indenizações, Restituições e Ressarcimentos;IndenizacoesERestituicoes;;;;;;;;;;;;;;;;;;
2022;RREO;4;JUROS E ENCARGOS DA DÍVIDA;JurosEEncargosDaDivida;;;;;;;;;;;;;;;;;;
2022;RREO;4;Multas Administrativas, Contratuais e Judiciais;MultasEJurosDeMora;;;;;;;;;;;;;;;;;;
2022;RREO;4;OPERAÇÕES DE CRÉDITO;ReceitasDeOperacoesDeCredito;;;;;;;;;;;;;;;;;;
2022;RREO;4;OUTRAS DESPESAS CORRENTES;OutrasDespesasCorrentes;;;;;;;;;;;;;;;;;;
2022;RREO;4;OUTRAS DESPESAS CORRENTES;OutrasDespesasCorrentesIntra;;;;;;;;;;;;;;;;;;
2022;RREO;4;OUTRAS RECEITAS CORRENTES;OutrasReceitasCorrentes;;;;;;;;;;;;;;;;;;
2022;RREO;4;OUTRAS RECEITAS DE CAPITAL;OutrasReceitasDeCapitalIntra;;;;;;;;;;;;;;;;;;
2022;RREO;4;Operações de Crédito - Mercado Interno;OperacoesDeCreditoInternas;;;;;;;;;;;;;;;;;;
2022;RREO;4;Outras Transferências;OutrasTransferenciasCorrentes;;;;;;;;;;;;;;;;;;
2022;RREO;4;Outros Serviços;OutrosServicos;;;;;;;;;;;;;;;;;;
2022;RREO;4;Outros Serviços;OutrosServicosIntra;;;;;;;;;;;;;;;;;;
2022;RREO;4;PESSOAL E ENCARGOS SOCIAIS;PessoalEEncargosSociais;;;;;;;;;;;;;;;;;;
2022;RREO;4;PESSOAL E ENCARGOS SOCIAIS;PessoalEEncargosSociaisIntra;;;;;;;;;;;;;;;;;;
2022;RREO;4;RECEITA DE SERVIÇOS;ReceitaDeServicos;;;;;;;;;;;;;;;;;;
2022;RREO;4;RECEITA DE SERVIÇOS;ReceitaDeServicosIntra;;;;;;;;;;;;;;;;;;
2022;RREO;4;RECEITA PATRIMONIAL;ReceitaPatrimonial;;;;;;;;;;;;;;;;;;
2022;RREO;4;RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I);ReceitasExcetoIntraOrcamentarias;;;;;;;;;;;;;;;;;;
2022;RREO;4;RECEITAS (INTRA-ORÇAMENTÁRIAS) (II);ReceitasIntraOrcamentarias;;;;;;;;;;;;;;;;;;
2022;RREO;4;RECEITAS (INTRA-ORÇAMENTÁRIAS) (II);ReceitasIntraOrcamentariasTotal;;;;;;;;;;;;;;;;;;
2022;RREO;4;RECEITAS CORRENTES;ReceitasCorrentes;;;;;;;;;;;;;;;;;;
2022;RREO;4;RECEITAS CORRENTES;ReceitasCorrentesIntra;;;;;;;;;;;;;;;;;;
2022;RREO;4;RECEITAS DE CAPITAL;ReceitasDeCapital;;;;;;;;;;;;;;;;;;
2022;RREO;4;RECEITAS DE CAPITAL;ReceitasDeCapitalIntra;;;;;;;;;;;;;;;;;;
2022;RREO;4;RESERVA DE CONTINGÊNCIA;ReservaDeContingencia;;;;;;;;;;;;;;;;;;
2022;RREO;4;Recursos Arrecadados em Exercícios Anteriores - RPPS;RecursosArrecadadosEmExerciciosAnteriores;;;;;;;;;;;;;;;;;;
2022;RREO;4;SALDOS DE EXERCÍCIOS ANTERIORES;SaldoDeExerciciosAnterioresUtilizadosParaCreditosAdicionais;;;;;;;;;;;;;;;;;;
2022;RREO;4;SUBTOTAL DAS DESPESAS (X) = (VIII + IX);SubtotalDasDespesas;;;;;;;;;;;;;;;;;;
2022;RREO;4;SUBTOTAL DAS RECEITAS (III) = (I + II);SubtotalDasReceitas;;;;;;;;;;;;;;;;;;
2022;RREO;4;SUPERÁVIT (XIII);Superavit;;;;;;;;;;;;;;;;;;
2022;RREO;4;Serviços Administrativos e Comerciais Gerais;ServicosAdministrativosEComerciaisGerais;;;;;;;;;;;;;;;;;;
2022;RREO;4;Serviços e Atividades Financeiras;ServicosEAtividadesFinanceiras;;;;;;;;;;;;;;;;;;
2022;RREO;4;Serviços e Atividades Referentes à Navegação e ao Transporte;ServicosEAtividadesReferentesANavegacaoEAoTransporte;;;;;;;;;;;;;;;;;;
2022;RREO;4;Superávit Financeiro Utilizado para Créditos Adicionais;SuperavitFinanceiro;;;;;;;;;;;;;;;;;;
2022;RREO;4;TOTAL COM DÉFICIT (VII) = (V + VI);TotalReceitasComDeficit;;;;;;;;;;;;;;;;;;
2022;RREO;4;TOTAL COM SUPERÁVIT (XIV) = (XII + XIII);TotalDespesasComSuperavit;;;;;;;;;;;;;;;;;;
2022;RREO;4;TOTAL DAS DESPESAS (XII) = (X + XI);TotalDespesas;;;;;;;;;;;;;;;;;;
2022;RREO;4;TOTAL DAS RECEITAS (V) = (III + IV);TotalReceitas;;;;;;;;;;;;;;;;;;
2022;RREO;4;TRANSFERÊNCIAS CORRENTES;TransferenciasCorrentes;;;;;;;;;;;;;;;;;;
2022;RREO;4;TRANSFERÊNCIAS DE CAPITAL;TransferenciasDeCapital;;;;;;;;;;;;;;;;;;
2022;RREO;4;Taxas;Taxas;;;;;;;;;;;;;;;;;;
2022;RREO;4;Transferências Provenientes de Depósitos Não Identificados;TransferenciasDeCapitalProvenientesDeDepositosNaoIdentificados;;;;;;;;;;;;;;;;;;
2022;RREO;4;Transferências da União e de suas Entidades;TransferenciasCorrentesDaUniaoEDeSuasEntidades;;;;;;;;;;;;;;;;;;
2022;RREO;4;Transferências da União e de suas Entidades;TransferenciasDeCapitalDaUniaoEDeSuasEntidades;;;;;;;;;;;;;;;;;;
2022;RREO;4;Transferências de Instituições Privadas;TransferenciasCorrentesDeInstituicoesPrivadas;;;;;;;;;;;;;;;;;;
2022;RREO;4;Transferências de Outras Instituições Públicas;TransferenciasCorrentesDeOutrasInstituicoesPublicas;;;;;;;;;;;;;;;;;;
2022;RREO;4;Transferências dos Estados e do Distrito Federal e de suas Entidades;TransferenciasCorrentesDosEstadosEDoDistritoFederalEDeSuasEntidades;;;;;;;;;;;;;;;;;;
2022;RREO;4;Transferências dos Estados e do Distrito Federal e de suas Entidades;TransferenciasDeCapitalDosEstadosEDoDistritoFederalEDeSuasEntidades;;;;;;;;;;;;;;;;;;
2022;RREO;4;Transferências dos Municípios e de suas Entidades;TransferenciasCorrentesDosMunicipiosEDeSuasEntidades;;;;;;;;;;;;;;;;;;
2022;RREO;4;Transferências dos Municípios e de suas Entidades;TransferenciasdeCapitalDosMunicipiosEDeSuasEntidades;;;;;;;;;;;;;;;;;;
2022;RREO;4;Valores Mobiliários;ReceitasDeValoresMobiliarios;;;;;;;;;;;;;;;;;;
2022;RREO;5;ALIENAÇÃO DE BENS;AlienacaoDeBens;;;;;;;;;;;;;;;;;;
2022;RREO;5;AMORTIZAÇÃO DA DÍVIDA;AmortizacaoDaDivida;;;;;;;;;;;;;;;;;;
2022;RREO;5;AMORTIZAÇÃO DA DÍVIDA / REFINANCIAMENTO (XI);AmortizacaoRefinanciamentoDaDivida;;;;;;;;;;;;;;;;;;
2022;RREO;5;Alienação de Bens Móveis;AlienacaoDeBensMoveis;;;;;;;;;;;;;;;;;;
2022;RREO;5;Amortização da Dívida Interna;AmortizacaoRefinanciamentoDaDividaInterna;;;;;;;;;;;;;;;;;;
2022;RREO;5;CONTRIBUIÇÕES;ReceitaDeContribuicoes;;;;;;;;;;;;;;;;;;
2022;RREO;5;CONTRIBUIÇÕES;ReceitaDeContribuicoesIntra;;;;;;;;;;;;;;;;;;
2022;RREO;5;Cessão de Direitos;ReceitaDaCessaoDeDireitos;;;;;;;;;;;;;;;;;;
2022;RREO;5;Contribuições Sociais;ContribuicoesSociais;;;;;;;;;;;;;;;;;;
2022;RREO;5;Contribuições Sociais;ContribuicoesSociaisIntra;;;;;;;;;;;;;;;;;;
2022;RREO;5;DESPESAS (EXCETO INTRA-ORÇAMENTÁRIAS) (VIII);DespesasExcetoIntraOrcamentarias;;;;;;;;;;;;;;;;;;
2022;RREO;5;DESPESAS (INTRA-ORÇAMENTÁRIAS) (IX);DespesasIntraOrcamentarias;;;;;;;;;;;;;;;;;;
2022;RREO;5;DESPESAS (INTRA-ORÇAMENTÁRIAS) (IX);DespesasIntraOrcamentariasTotal;;;;;;;;;;;;;;;;;;
2022;RREO;5;DESPESAS CORRENTES;DespesasCorrentes;;;;;;;;;;;;;;;;;;
2022;RREO;5;DESPESAS CORRENTES;DespesasCorrentesIntra;;;;;;;;;;;;;;;;;;
2022;RREO;5;DESPESAS DE CAPITAL;DespesasDeCapital;;;;;;;;;;;;;;;;;;
2022;RREO;5;DESPESAS DE CAPITAL;DespesasDeCapitalIntra;;;;;;;;;;;;;;;;;;
2022;RREO;5;Demais Despesas Correntes;DemaisDespesasCorrentes;;;;;;;;;;;;;;;;;;
2022;RREO;5;Demais Receitas Correntes;ReceitasCorrentesDiversas;;;;;;;;;;;;;;;;;;
2022;RREO;5;Demais Receitas Correntes;ReceitasCorrentesDiversasIntra;;;;;;;;;;;;;;;;;;
2022;RREO;5;Demais Receitas Patrimoniais;OutrasReceitasPatrimoniais;;;;;;;;;;;;;;;;;;
2022;RREO;5;Demais Receitas de Capital;RREO1OutrasReceitasDeCapitalIntra;;;;;;;;;;;;;;;;;;
2022;RREO;5;Dívida Contratual;AmortizacaoRefinanciamentoDaDividaInternaContratual;;;;;;;;;;;;;;;;;;
2022;RREO;5;Exploração do Patrimônio Imobiliário do Estado;ReceitasImobiliarias;;;;;;;;;;;;;;;;;;
2022;RREO;5;IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA;ReceitaTributaria;;;;;;;;;;;;;;;;;;
2022;RREO;5;INVERSÕES FINANCEIRAS;InversoesFinanceiras;;;;;;;;;;;;;;;;;;
2022;RREO;5;INVERSÕES FINANCEIRAS;InversoesFinanceirasIntra;;;;;;;;;;;;;;;;;;
2022;RREO;5;INVESTIMENTOS;Investimentos;;;;;;;;;;;;;;;;;;
2022;RREO;5;INVESTIMENTOS;InvestimentosIntra;;;;;;;;;;;;;;;;;;
2022;RREO;5;Impostos;Impostos;;;;;;;;;;;;;;;;;;
2022;RREO;5;Indenizações, Restituições e Ressarcimentos;IndenizacoesERestituicoes;;;;;;;;;;;;;;;;;;
2022;RREO;5;JUROS E ENCARGOS DA DÍVIDA;JurosEEncargosDaDivida;;;;;;;;;;;;;;;;;;
2022;RREO;5;Multas Administrativas, Contratuais e Judiciais;MultasEJurosDeMora;;;;;;;;;;;;;;;;;;
2022;RREO;5;OPERAÇÕES DE CRÉDITO;ReceitasDeOperacoesDeCredito;;;;;;;;;;;;;;;;;;
2022;RREO;5;OUTRAS DESPESAS CORRENTES;OutrasDespesasCorrentes;;;;;;;;;;;;;;;;;;
2022;RREO;5;OUTRAS DESPESAS CORRENTES;OutrasDespesasCorrentesIntra;;;;;;;;;;;;;;;;;;
2022;RREO;5;OUTRAS RECEITAS CORRENTES;OutrasReceitasCorrentes;;;;;;;;;;;;;;;;;;
2022;RREO;5;OUTRAS RECEITAS CORRENTES;OutrasReceitasCorrentesIntra;;;;;;;;;;;;;;;;;;
2022;RREO;5;OUTRAS RECEITAS DE CAPITAL;OutrasReceitasDeCapitalIntra;;;;;;;;;;;;;;;;;;
2022;RREO;5;Operações de Crédito - Mercado Interno;OperacoesDeCreditoInternas;;;;;;;;;;;;;;;;;;
2022;RREO;5;Outras Transferências;OutrasTransferenciasCorrentes;;;;;;;;;;;;;;;;;;
2022;RREO;5;Outros Serviços;OutrosServicos;;;;;;;;;;;;;;;;;;
2022;RREO;5;Outros Serviços;OutrosServicosIntra;;;;;;;;;;;;;;;;;;
2022;RREO;5;PESSOAL E ENCARGOS SOCIAIS;PessoalEEncargosSociais;;;;;;;;;;;;;;;;;;
2022;RREO;5;PESSOAL E ENCARGOS SOCIAIS;PessoalEEncargosSociaisIntra;;;;;;;;;;;;;;;;;;
2022;RREO;5;RECEITA DE SERVIÇOS;ReceitaDeServicos;;;;;;;;;;;;;;;;;;
2022;RREO;5;RECEITA DE SERVIÇOS;ReceitaDeServicosIntra;;;;;;;;;;;;;;;;;;
2022;RREO;5;RECEITA PATRIMONIAL;ReceitaPatrimonial;;;;;;;;;;;;;;;;;;
2022;RREO;5;RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I);ReceitasExcetoIntraOrcamentarias;;;;;;;;;;;;;;;;;;
2022;RREO;5;RECEITAS (INTRA-ORÇAMENTÁRIAS) (II);ReceitasIntraOrcamentarias;;;;;;;;;;;;;;;;;;
2022;RREO;5;RECEITAS (INTRA-ORÇAMENTÁRIAS) (II);ReceitasIntraOrcamentariasTotal;;;;;;;;;;;;;;;;;;
2022;RREO;5;RECEITAS CORRENTES;ReceitasCorrentes;;;;;;;;;;;;;;;;;;
2022;RREO;5;RECEITAS CORRENTES;ReceitasCorrentesIntra;;;;;;;;;;;;;;;;;;
2022;RREO;5;RECEITAS DE CAPITAL;ReceitasDeCapital;;;;;;;;;;;;;;;;;;
2022;RREO;5;RECEITAS DE CAPITAL;ReceitasDeCapitalIntra;;;;;;;;;;;;;;;;;;
2022;RREO;5;RESERVA DE CONTINGÊNCIA;ReservaDeContingencia;;;;;;;;;;;;;;;;;;
2022;RREO;5;Recursos Arrecadados em Exercícios Anteriores - RPPS;RecursosArrecadadosEmExerciciosAnteriores;;;;;;;;;;;;;;;;;;
2022;RREO;5;SALDOS DE EXERCÍCIOS ANTERIORES;SaldoDeExerciciosAnterioresUtilizadosParaCreditosAdicionais;;;;;;;;;;;;;;;;;;
2022;RREO;5;SUBTOTAL DAS DESPESAS (X) = (VIII + IX);SubtotalDasDespesas;;;;;;;;;;;;;;;;;;
2022;RREO;5;SUBTOTAL DAS RECEITAS (III) = (I + II);SubtotalDasReceitas;;;;;;;;;;;;;;;;;;
2022;RREO;5;SUPERÁVIT (XIII);Superavit;;;;;;;;;;;;;;;;;;
2022;RREO;5;Serviços Administrativos e Comerciais Gerais;ServicosAdministrativosEComerciaisGerais;;;;;;;;;;;;;;;;;;
2022;RREO;5;Serviços e Atividades Financeiras;ServicosEAtividadesFinanceiras;;;;;;;;;;;;;;;;;;
2022;RREO;5;Serviços e Atividades Referentes à Navegação e ao Transporte;ServicosEAtividadesReferentesANavegacaoEAoTransporte;;;;;;;;;;;;;;;;;;
2022;RREO;5;Superávit Financeiro Utilizado para Créditos Adicionais;SuperavitFinanceiro;;;;;;;;;;;;;;;;;;
2022;RREO;5;TOTAL COM DÉFICIT (VII) = (V + VI);TotalReceitasComDeficit;;;;;;;;;;;;;;;;;;
2022;RREO;5;TOTAL COM SUPERÁVIT (XIV) = (XII + XIII);TotalDespesasComSuperavit;;;;;;;;;;;;;;;;;;
2022;RREO;5;TOTAL DAS DESPESAS (XII) = (X + XI);TotalDespesas;;;;;;;;;;;;;;;;;;
2022;RREO;5;TOTAL DAS RECEITAS (V) = (III + IV);TotalReceitas;;;;;;;;;;;;;;;;;;
2022;RREO;5;TRANSFERÊNCIAS CORRENTES;TransferenciasCorrentes;;;;;;;;;;;;;;;;;;
2022;RREO;5;TRANSFERÊNCIAS DE CAPITAL;TransferenciasDeCapital;;;;;;;;;;;;;;;;;;
2022;RREO;5;Taxas;Taxas;;;;;;;;;;;;;;;;;;
2022;RREO;5;Transferências Provenientes de Depósitos Não Identificados;TransferenciasDeCapitalProvenientesDeDepositosNaoIdentificados;;;;;;;;;;;;;;;;;;
2022;RREO;5;Transferências da União e de suas Entidades;TransferenciasCorrentesDaUniaoEDeSuasEntidades;;;;;;;;;;;;;;;;;;
2022;RREO;5;Transferências da União e de suas Entidades;TransferenciasDeCapitalDaUniaoEDeSuasEntidades;;;;;;;;;;;;;;;;;;
2022;RREO;5;Transferências de Instituições Privadas;TransferenciasCorrentesDeInstituicoesPrivadas;;;;;;;;;;;;;;;;;;
2022;RREO;5;Transferências de Outras Instituições Públicas;TransferenciasCorrentesDeOutrasInstituicoesPublicas;;;;;;;;;;;;;;;;;;
2022;RREO;5;Transferências dos Estados e do Distrito Federal e de suas Entidades;TransferenciasCorrentesDosEstadosEDoDistritoFederalEDeSuasEntidades;;;;;;;;;;;;;;;;;;
2022;RREO;5;Transferências dos Municípios e de suas Entidades;TransferenciasCorrentesDosMunicipiosEDeSuasEntidades;;;;;;;;;;;;;;;;;;
2022;RREO;5;Transferências dos Municípios e de suas Entidades;TransferenciasdeCapitalDosMunicipiosEDeSuasEntidades;;;;;;;;;;;;;;;;;;
2022;RREO;5;Valores Mobiliários;ReceitasDeValoresMobiliarios;;;;;;;;;;;;;;;;;;
2022;RREO;6;ALIENAÇÃO DE BENS;AlienacaoDeBens;;;;;;;;;;;;;;;;;;
2022;RREO;6;AMORTIZAÇÃO DA DÍVIDA;AmortizacaoDaDivida;;;;;;;;;;;;;;;;;;
2022;RREO;6;AMORTIZAÇÃO DA DÍVIDA / REFINANCIAMENTO (XI);AmortizacaoRefinanciamentoDaDivida;;;;;;;;;;;;;;;;;;
2022;RREO;6;Alienação de Bens Móveis;AlienacaoDeBensMoveis;;;;;;;;;;;;;;;;;;
2022;RREO;6;Amortização da Dívida Interna;AmortizacaoRefinanciamentoDaDividaInterna;;;;;;;;;;;;;;;;;;
2022;RREO;6;CONTRIBUIÇÕES;ReceitaDeContribuicoes;;;;;;;;;;;;;;;;;;
2022;RREO;6;CONTRIBUIÇÕES;ReceitaDeContribuicoesIntra;;;;;;;;;;;;;;;;;;
2022;RREO;6;Cessão de Direitos;ReceitaDaCessaoDeDireitos;;;;;;;;;;;;;;;;;;
2022;RREO;6;Contribuições Sociais;ContribuicoesSociais;;;;;;;;;;;;;;;;;;
2022;RREO;6;Contribuições Sociais;ContribuicoesSociaisIntra;;;;;;;;;;;;;;;;;;
2022;RREO;6;DESPESAS (EXCETO INTRA-ORÇAMENTÁRIAS) (VIII);DespesasExcetoIntraOrcamentarias;;;;;;;;;;;;;;;;;;
2022;RREO;6;DESPESAS (INTRA-ORÇAMENTÁRIAS) (IX);DespesasIntraOrcamentarias;;;;;;;;;;;;;;;;;;
2022;RREO;6;DESPESAS (INTRA-ORÇAMENTÁRIAS) (IX);DespesasIntraOrcamentariasTotal;;;;;;;;;;;;;;;;;;
2022;RREO;6;DESPESAS CORRENTES;DespesasCorrentes;;;;;;;;;;;;;;;;;;
2022;RREO;6;DESPESAS CORRENTES;DespesasCorrentesIntra;;;;;;;;;;;;;;;;;;
2022;RREO;6;DESPESAS DE CAPITAL;DespesasDeCapital;;;;;;;;;;;;;;;;;;
2022;RREO;6;DESPESAS DE CAPITAL;DespesasDeCapitalIntra;;;;;;;;;;;;;;;;;;
2022;RREO;6;Demais Despesas Correntes;DemaisDespesasCorrentes;;;;;;;;;;;;;;;;;;
2022;RREO;6;Demais Receitas Correntes;ReceitasCorrentesDiversas;;;;;;;;;;;;;;;;;;
2022;RREO;6;Demais Receitas Correntes;ReceitasCorrentesDiversasIntra;;;;;;;;;;;;;;;;;;
2022;RREO;6;Demais Receitas Patrimoniais;OutrasReceitasPatrimoniais;;;;;;;;;;;;;;;;;;
2022;RREO;6;Demais Receitas de Capital;RREO1OutrasReceitasDeCapitalIntra;;;;;;;;;;;;;;;;;;
2022;RREO;6;Dívida Contratual;AmortizacaoRefinanciamentoDaDividaInternaContratual;;;;;;;;;;;;;;;;;;
2022;RREO;6;Exploração de Recursos Naturais;ExploracaoDeRecursosNaturais;;;;;;;;;;;;;;;;;;
2022;RREO;6;Exploração do Patrimônio Imobiliário do Estado;ReceitasImobiliarias;;;;;;;;;;;;;;;;;;
2022;RREO;6;IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA;ReceitaTributaria;;;;;;;;;;;;;;;;;;
2022;RREO;6;INVERSÕES FINANCEIRAS;InversoesFinanceiras;;;;;;;;;;;;;;;;;;
2022;RREO;6;INVERSÕES FINANCEIRAS;InversoesFinanceirasIntra;;;;;;;;;;;;;;;;;;
2022;RREO;6;INVESTIMENTOS;Investimentos;;;;;;;;;;;;;;;;;;
2022;RREO;6;INVESTIMENTOS;InvestimentosIntra;;;;;;;;;;;;;;;;;;
2022;RREO;6;Impostos;Impostos;;;;;;;;;;;;;;;;;;
2022;RREO;6;Indenizações, Restituições e Ressarcimentos;IndenizacoesERestituicoes;;;;;;;;;;;;;;;;;;
2022;RREO;6;JUROS E ENCARGOS DA DÍVIDA;JurosEEncargosDaDivida;;;;;;;;;;;;;;;;;;
2022;RREO;6;Multas Administrativas, Contratuais e Judiciais;MultasEJurosDeMora;;;;;;;;;;;;;;;;;;
2022;RREO;6;OPERAÇÕES DE CRÉDITO;ReceitasDeOperacoesDeCredito;;;;;;;;;;;;;;;;;;
2022;RREO;6;OUTRAS DESPESAS CORRENTES;OutrasDespesasCorrentes;;;;;;;;;;;;;;;;;;
2022;RREO;6;OUTRAS DESPESAS CORRENTES;OutrasDespesasCorrentesIntra;;;;;;;;;;;;;;;;;;
2022;RREO;6;OUTRAS RECEITAS CORRENTES;OutrasReceitasCorrentes;;;;;;;;;;;;;;;;;;
2022;RREO;6;OUTRAS RECEITAS CORRENTES;OutrasReceitasCorrentesIntra;;;;;;;;;;;;;;;;;;
2022;RREO;6;OUTRAS RECEITAS DE CAPITAL;OutrasReceitasDeCapitalIntra;;;;;;;;;;;;;;;;;;
2022;RREO;6;Operações de Crédito - Mercado Interno;OperacoesDeCreditoInternas;;;;;;;;;;;;;;;;;;
2022;RREO;6;Outras Transferências;OutrasTransferenciasCorrentes;;;;;;;;;;;;;;;;;;
2022;RREO;6;Outros Serviços;OutrosServicos;;;;;;;;;;;;;;;;;;
2022;RREO;6;Outros Serviços;OutrosServicosIntra;;;;;;;;;;;;;;;;;;
2022;RREO;6;PESSOAL E ENCARGOS SOCIAIS;PessoalEEncargosSociais;;;;;;;;;;;;;;;;;;
2022;RREO;6;PESSOAL E ENCARGOS SOCIAIS;PessoalEEncargosSociaisIntra;;;;;;;;;;;;;;;;;;
2022;RREO;6;RECEITA DE SERVIÇOS;ReceitaDeServicos;;;;;;;;;;;;;;;;;;
2022;RREO;6;RECEITA DE SERVIÇOS;ReceitaDeServicosIntra;;;;;;;;;;;;;;;;;;
2022;RREO;6;RECEITA PATRIMONIAL;ReceitaPatrimonial;;;;;;;;;;;;;;;;;;
2022;RREO;6;RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I);ReceitasExcetoIntraOrcamentarias;;;;;;;;;;;;;;;;;;
2022;RREO;6;RECEITAS (INTRA-ORÇAMENTÁRIAS) (II);ReceitasIntraOrcamentarias;;;;;;;;;;;;;;;;;;
2022;RREO;6;RECEITAS (INTRA-ORÇAMENTÁRIAS) (II);ReceitasIntraOrcamentariasTotal;;;;;;;;;;;;;;;;;;
2022;RREO;6;RECEITAS CORRENTES;ReceitasCorrentes;;;;;;;;;;;;;;;;;;
2022;RREO;6;RECEITAS CORRENTES;ReceitasCorrentesIntra;;;;;;;;;;;;;;;;;;
2022;RREO;6;RECEITAS DE CAPITAL;ReceitasDeCapital;;;;;;;;;;;;;;;;;;
2022;RREO;6;RECEITAS DE CAPITAL;ReceitasDeCapitalIntra;;;;;;;;;;;;;;;;;;
2022;RREO;6;RESERVA DE CONTINGÊNCIA;ReservaDeContingencia;;;;;;;;;;;;;;;;;;
2022;RREO;6;Recursos Arrecadados em Exercícios Anteriores - RPPS;RecursosArrecadadosEmExerciciosAnteriores;;;;;;;;;;;;;;;;;;
2022;RREO;6;SALDOS DE EXERCÍCIOS ANTERIORES;SaldoDeExerciciosAnterioresUtilizadosParaCreditosAdicionais;;;;;;;;;;;;;;;;;;
2022;RREO;6;SUBTOTAL DAS DESPESAS (X) = (VIII + IX);SubtotalDasDespesas;;;;;;;;;;;;;;;;;;
2022;RREO;6;SUBTOTAL DAS RECEITAS (III) = (I + II);SubtotalDasReceitas;;;;;;;;;;;;;;;;;;
2022;RREO;6;SUPERÁVIT (XIII);Superavit;;;;;;;;;;;;;;;;;;
2022;RREO;6;Serviços Administrativos e Comerciais Gerais;ServicosAdministrativosEComerciaisGerais;;;;;;;;;;;;;;;;;;
2022;RREO;6;Serviços Administrativos e Comerciais Gerais;ServicosAdministrativosEComerciaisGeraisIntra;;;;;;;;;;;;;;;;;;
2022;RREO;6;Serviços e Atividades Financeiras;ServicosEAtividadesFinanceiras;;;;;;;;;;;;;;;;;;
2022;RREO;6;Serviços e Atividades Referentes à Navegação e ao Transporte;ServicosEAtividadesReferentesANavegacaoEAoTransporte;;;;;;;;;;;;;;;;;;
2022;RREO;6;Superávit Financeiro Utilizado para Créditos Adicionais;SuperavitFinanceiro;;;;;;;;;;;;;;;;;;
2022;RREO;6;TOTAL COM DÉFICIT (VII) = (V + VI);TotalReceitasComDeficit;;;;;;;;;;;;;;;;;;
2022;RREO;6;TOTAL COM SUPERÁVIT (XIV) = (XII + XIII);TotalDespesasComSuperavit;;;;;;;;;;;;;;;;;;
2022;RREO;6;TOTAL DAS DESPESAS (XII) = (X + XI);TotalDespesas;;;;;;;;;;;;;;;;;;
2022;RREO;6;TOTAL DAS RECEITAS (V) = (III + IV);TotalReceitas;;;;;;;;;;;;;;;;;;
2022;RREO;6;TRANSFERÊNCIAS CORRENTES;TransferenciasCorrentes;;;;;;;;;;;;;;;;;;
2022;RREO;6;TRANSFERÊNCIAS DE CAPITAL;TransferenciasDeCapital;;;;;;;;;;;;;;;;;;
2022;RREO;6;Taxas;Taxas;;;;;;;;;;;;;;;;;;
2022;RREO;6;Transferências Provenientes de Depósitos Não Identificados;TransferenciasDeCapitalProvenientesDeDepositosNaoIdentificados;;;;;;;;;;;;;;;;;;
2022;RREO;6;Transferências da União e de suas Entidades;TransferenciasCorrentesDaUniaoEDeSuasEntidades;;;;;;;;;;;;;;;;;;
2022;RREO;6;Transferências da União e de suas Entidades;TransferenciasDeCapitalDaUniaoEDeSuasEntidades;;;;;;;;;;;;;;;;;;
2022;RREO;6;Transferências de Instituições Privadas;TransferenciasCorrentesDeInstituicoesPrivadas;;;;;;;;;;;;;;;;;;
2022;RREO;6;Transferências de Outras Instituições Públicas;TransferenciasCorrentesDeOutrasInstituicoesPublicas;;;;;;;;;;;;;;;;;;
2022;RREO;6;Transferências dos Estados e do Distrito Federal e de suas Entidades;TransferenciasCorrentesDosEstadosEDoDistritoFederalEDeSuasEntidades;;;;;;;;;;;;;;;;;;
2022;RREO;6;Transferências dos Municípios e de suas Entidades;TransferenciasCorrentesDosMunicipiosEDeSuasEntidades;;;;;;;;;;;;;;;;;;
2022;RREO;6;Transferências dos Municípios e de suas Entidades;TransferenciasdeCapitalDosMunicipiosEDeSuasEntidades;;;;;;;;;;;;;;;;;;
