exercicio;demonstrativo;periodo;conta;cod_conta;;% (b/a);% (c/a);Até o Bimestre (c);DESPESAS EMPENHADAS ATÉ O BIMESTRE (f);DESPESAS EMPENHADAS NO BIMESTRE;DESPESAS LIQUIDADAS ATÉ O BIMESTRE (h);DESPESAS LIQUIDADAS NO BIMESTRE;DESPESAS PAGAS ATÉ O BIMESTRE (j);DOTAÇÃO ATUALIZADA (e);DOTAÇÃO INICIAL (d);INSCRITAS EM RESTOS A PAGAR NÃO PROCESSADOS (k);No Bimestre (b);PREVISÃO ATUALIZADA (a);PREVISÃO INICIAL;SALDO (a-c);SALDO (g) = (e-f);SALDO (i) = (e-h)
2020;RREO;1;AMORTIZAÇÃO DA DÍVIDA;AmortizacaoDaDivida;;;;;;;;;;;;;;;;;;
2020;RREO;1;Bens, Direitos e Valores Incorporados ao Patrimônio Público;BensDireitosEValoresIncorporadosAoPatrimonioPublico;;;;;;;;;;;;;;;;;;
2020;RREO;1;CONTRIBUIÇÕES;ReceitaDeContribuicoes;;;;;;;;;;;;;;;;;;
2020;RREO;1;CONTRIBUIÇÕES;ReceitaDeContribuicoesIntra;;;;;;;;;;;;;;;;;;
2020;RREO;1;Cessão de Direitos;ReceitaDaCessaoDeDireitos;;;;;;;;;;;;;;;;;;
2020;RREO;1;Contribuições Sociais;ContribuicoesSociais;;;;;;;;;;;;;;;;;;
2020;RREO;1;Contribuições Sociais;ContribuicoesSociaisIntra;;;;;;;;;;;;;;;;;;
2020;RREO;1;DESPESAS (EXCETO INTRA-ORÇAMENTÁRIAS) (VIII);DespesasExcetoIntraOrcamentarias;;;;;;;;;;;;;;;;;;
2020;RREO;1;DESPESAS (INTRA-ORÇAMENTÁRIAS) (IX);DespesasIntraOrcamentarias;;;;;;;;;;;;;;;;;;
2020;RREO;1;DESPESAS (INTRA-ORÇAMENTÁRIAS) (IX);DespesasIntraOrcamentariasTotal;;;;;;;;;;;;;;;;;;
2020;RREO;1;DESPESAS CORRENTES;DespesasCorrentes;;;;;;;;;;;;;;;;;;
2020;RREO;1;DESPESAS CORRENTES;DespesasCorrentesIntra;;;;;;;;;;;;;;;;;;
2020;RREO;1;DESPESAS DE CAPITAL;DespesasDeCapital;;;;;;;;;;;;;;;;;;
2020;RREO;1;DESPESAS DE CAPITAL;DespesasDeCapitalIntra;;;;;;;;;;;;;;;;;;
2020;RREO;1;Demais Despesas Correntes;DemaisDespesasCorrentes;;;;;;;;;;;;;;;;;;
2020;RREO;1;Demais Receitas Correntes;ReceitasCorrentesDiversas;;;;;;;;;;;;;;;;;;
2020;RREO;1;Demais Receitas Correntes;ReceitasCorrentesDiversasIntra;;;;;;;;;;;;;;;;;;
2020;RREO;1;Demais Receitas Patrimoniais;OutrasReceitasPatrimoniais;;;;;;;;;;;;;;;;;;
2020;RREO;1;Demais Receitas de Capital;RREO1OutrasReceitasDeCapitalIntra;;;;;;;;;;;;;;;;;;
2020;RREO;1;Exploração do Patrimônio Imobiliário do Estado;ReceitasImobiliarias;;;;;;;;;;;;;;;;;;
2020;RREO;1;IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA;ReceitaTributaria;;;;;;;;;;;;;;;;;;
2020;RREO;1;INVERSÕES FINANCEIRAS;InversoesFinanceiras;;;;;;;;;;;;;;;;;;
2020;RREO;1;INVESTIMENTOS;Investimentos;;;;;;;;;;;;;;;;;;
2020;RREO;1;INVESTIMENTOS;InvestimentosIntra;;;;;;;;;;;;;;;;;;
2020;RREO;1;Impostos;Impostos;;;;;;;;;;;;;;;;;;
2020;RREO;1;Indenizações, Restituições e Ressarcimentos;IndenizacoesERestituicoes;;;;;;;;;;;;;;;;;;
2020;RREO;1;JUROS E ENCARGOS DA DÍVIDA;JurosEEncargosDaDivida;;;;;;;;;;;;;;;;;;
2020;RREO;1;Multas Administrativas, Contratuais e Judiciais;MultasEJurosDeMora;;;;;;;;;;;;;;;;;;
2020;RREO;1;OPERAÇÕES DE CRÉDITO;ReceitasDeOperacoesDeCredito;;;;;;;;;;;;;;;;;;
2020;RREO;1;OUTRAS DESPESAS CORRENTES;OutrasDespesasCorrentes;;;;;;;;;;;;;;;;;;
2020;RREO;1;OUTRAS DESPESAS CORRENTES;OutrasDespesasCorrentesIntra;;;;;;;;;;;;;;;;;;
2020;RREO;1;OUTRAS RECEITAS CORRENTES;OutrasReceitasCorrentes;;;;;;;;;;;;;;;;;;
2020;RREO;1;OUTRAS RECEITAS CORRENTES;OutrasReceitasCorrentesIntra;;;;;;;;;;;;;;;;;;
2020;RREO;1;OUTRAS RECEITAS DE CAPITAL;OutrasReceitasDeCapitalIntra;;;;;;;;;;;;;;;;;;
2020;RREO;1;Operações de Crédito - Mercado Externo;OperacoesDeCreditoExternas;;;;;;;;;;;;;;;;;;
2020;RREO;1;Operações de Crédito - Mercado Interno;OperacoesDeCreditoInternas;;;;;;;;;;;;;;;;;;
2020;RREO;1;Outros Serviços;OutrosServicos;;;;;;;;;;;;;;;;;;
2020;RREO;1;Outros Serviços;OutrosServicosIntra;;;;;;;;;;;;;;;;;;
2020;RREO;1;PESSOAL E ENCARGOS SOCIAIS;PessoalEEncargosSociais;;;;;;;;;;;;;;;;;;
2020;RREO;1;PESSOAL E ENCARGOS SOCIAIS;PessoalEEncargosSociaisIntra;;;;;;;;;;;;;;;;;;
2020;RREO;1;RECEITA DE SERVIÇOS;ReceitaDeServicos;;;;;;;;;;;;;;;;;;
2020;RREO;1;RECEITA DE SERVIÇOS;ReceitaDeServicosIntra;;;;;;;;;;;;;;;;;;
2020;RREO;1;RECEITA PATRIMONIAL;ReceitaPatrimonial;;;;;;;;;;;;;;;;;;
2020;RREO;1;RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I);ReceitasExcetoIntraOrcamentarias;;;;;;;;;;;;;;;;;;
2020;RREO;1;RECEITAS (INTRA-ORÇAMENTÁRIAS) (II);ReceitasIntraOrcamentarias;;;;;;;;;;;;;;;;;;
2020;RREO;1;RECEITAS (INTRA-ORÇAMENTÁRIAS) (II);ReceitasIntraOrcamentariasTotal;;;;;;;;;;;;;;;;;;
2020;RREO;1;RECEITAS CORRENTES;ReceitasCorrentes;;;;;;;;;;;;;;;;;;
2020;RREO;1;RECEITAS CORRENTES;ReceitasCorrentesIntra;;;;;;;;;;;;;;;;;;
2020;RREO;1;RECEITAS DE CAPITAL;ReceitasDeCapital;;;;;;;;;;;;;;;;;;
2020;RREO;1;RECEITAS DE CAPITAL;ReceitasDeCapitalIntra;;;;;;;;;;;;;;;;;;
2020;RREO;1;RESERVA DE CONTINGÊNCIA;ReservaDeContingencia;;;;;;;;;;;;;;;;;;
2020;RREO;1;RESERVA DO RPPS;ReservaDoRPPS;;;;;;;;;;;;;;;;;;
2020;RREO;1;Recursos Arrecadados em Exercícios Anteriores - RPPS;RecursosArrecadadosEmExerciciosAnteriores;;;;;;;;;;;;;;;;;;
2020;RREO;1;SALDOS DE EXERCÍCIOS ANTERIORES;SaldoDeExerciciosAnterioresUtilizadosParaCreditosAdicionais;;;;;;;;;;;;;;;;;;
2020;RREO;1;SUBTOTAL DAS DESPESAS (X) = (VIII + IX);SubtotalDasDespesas;;;;;;;;;;;;;;;;;;
2020;RREO;1;SUBTOTAL DAS RECEITAS (III) = (I + II);SubtotalDasReceitas;;;;;;;;;;;;;;;;;;
2020;RREO;1;SUPERÁVIT (XIII);Superavit;;;;;;;;;;;;;;;;;;
2020;RREO;1;Serviços Administrativos e Comerciais Gerais;ServicosAdministrativosEComerciaisGerais;;;;;;;;;;;;;;;;;;
2020;RREO;1;Superávit Financeiro Utilizado para Créditos Adicionais;SuperavitFinanceiro;;;;;;;;;;;;;;;;;;
2020;RREO;1;TOTAL COM DÉFICIT (VII) = (V + VI);TotalReceitasComDeficit;;;;;;;;;;;;;;;;;;
2020;RREO;1;TOTAL COM SUPERÁVIT (XIV) = (XII + XIII);TotalDespesasComSuperavit;;;;;;;;;;;;;;;;;;
2020;RREO;1;TOTAL DAS DESPESAS (XII) = (X + XI);TotalDespesas;;;;;;;;;;;;;;;;;;
2020;RREO;1;TOTAL DAS RECEITAS (V) = (III + IV);TotalReceitas;;;;;;;;;;;;;;;;;;
2020;RREO;1;TRANSFERÊNCIAS CORRENTES;TransferenciasCorrentes;;;;;;;;;;;;;;;;;;
2020;RREO;1;TRANSFERÊNCIAS DE CAPITAL;TransferenciasDeCapital;;;;;;;;;;;;;;;;;;
2020;RREO;1;Taxas;Taxas;;;;;;;;;;;;;;;;;;
2020;RREO;1;Transferências da União e de suas Entidades;TransferenciasCorrentesDaUniaoEDeSuasEntidades;;;;;;;;;;;;;;;;;;
2020;RREO;1;Transferências da União e de suas Entidades;TransferenciasDeCapitalDaUniaoEDeSuasEntidades;;;;;;;;;;;;;;;;;;
2020;RREO;1;Transferências de Instituições Privadas;TransferenciasCorrentesDeInstituicoesPrivadas;;;;;;;;;;;;;;;;;;
2020;RREO;1;Transferências de Outras Instituições Públicas;TransferenciasCorrentesDeOutrasInstituicoesPublicas;;;;;;;;;;;;;;;;;;
2020;RREO;1;Transferências de Pessoas Físicas;TransferenciasCorrentesDePessoasFisicas;;;;;;;;;;;;;;;;;;
2020;RREO;1;Transferências dos Municípios e de suas Entidades;TransferenciasCorrentesDosMunicipiosEDeSuasEntidades;;;;;;;;;;;;;;;;;;
2020;RREO;1;Valores Mobiliários;ReceitasDeValoresMobiliarios;;;;;;;;;;;;;;;;;;
2020;RREO;2;ALIENAÇÃO DE BENS;AlienacaoDeBens;;;;;;;;;;;;;;;;;;
2020;RREO;2;AMORTIZAÇÃO DA DÍVIDA;AmortizacaoDaDivida;;;;;;;;;;;;;;;;;;
2020;RREO;2;Alienação de Bens Imóveis;AlienacaoDeBensImoveis;;;;;;;;;;;;;;;;;;
2020;RREO;2;Bens, Direitos e Valores Incorporados ao Patrimônio Público;BensDireitosEValoresIncorporadosAoPatrimonioPublico;;;;;;;;;;;;;;;;;;
2020;RREO;2;CONTRIBUIÇÕES;ReceitaDeContribuicoes;;;;;;;;;;;;;;;;;;
2020;RREO;2;CONTRIBUIÇÕES;ReceitaDeContribuicoesIntra;;;;;;;;;;;;;;;;;;
2020;RREO;2;Cessão de Direitos;ReceitaDaCessaoDeDireitos;;;;;;;;;;;;;;;;;;
2020;RREO;2;Contribuições Sociais;ContribuicoesSociais;;;;;;;;;;;;;;;;;;
2020;RREO;2;Contribuições Sociais;ContribuicoesSociaisIntra;;;;;;;;;;;;;;;;;;
2020;RREO;2;DESPESAS (EXCETO INTRA-ORÇAMENTÁRIAS) (VIII);DespesasExcetoIntraOrcamentarias;;;;;;;;;;;;;;;;;;
2020;RREO;2;DESPESAS (INTRA-ORÇAMENTÁRIAS) (IX);DespesasIntraOrcamentarias;;;;;;;;;;;;;;;;;;
2020;RREO;2;DESPESAS (INTRA-ORÇAMENTÁRIAS) (IX);DespesasIntraOrcamentariasTotal;;;;;;;;;;;;;;;;;;
2020;RREO;2;DESPESAS CORRENTES;DespesasCorrentes;;;;;;;;;;;;;;;;;;
2020;RREO;2;DESPESAS CORRENTES;DespesasCorrentesIntra;;;;;;;;;;;;;;;;;;
2020;RREO;2;DESPESAS DE CAPITAL;DespesasDeCapital;;;;;;;;;;;;;;;;;;
2020;RREO;2;DESPESAS DE CAPITAL;DespesasDeCapitalIntra;;;;;;;;;;;;;;;;;;
2020;RREO;2;Demais Despesas Correntes;DemaisDespesasCorrentes;;;;;;;;;;;;;;;;;;
2020;RREO;2;Demais Receitas Correntes;ReceitasCorrentesDiversas;;;;;;;;;;;;;;;;;;
2020;RREO;2;Demais Receitas Correntes;ReceitasCorrentesDiversasIntra;;;;;;;;;;;;;;;;;;
2020;RREO;2;Demais Receitas Patrimoniais;OutrasReceitasPatrimoniais;;;;;;;;;;;;;;;;;;
2020;RREO;2;Demais Receitas de Capital;RREO1OutrasReceitasDeCapitalIntra;;;;;;;;;;;;;;;;;;
2020;RREO;2;Exploração do Patrimônio Imobiliário do Estado;ReceitasImobiliarias;;;;;;;;;;;;;;;;;;
2020;RREO;2;IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA;ReceitaTributaria;;;;;;;;;;;;;;;;;;
2020;RREO;2;INVERSÕES FINANCEIRAS;InversoesFinanceiras;;;;;;;;;;;;;;;;;;
2020;RREO;2;INVESTIMENTOS;Investimentos;;;;;;;;;;;;;;;;;;
2020;RREO;2;INVESTIMENTOS;InvestimentosIntra;;;;;;;;;;;;;;;;;;
2020;RREO;2;Impostos;Impostos;;;;;;;;;;;;;;;;;;
2020;RREO;2;Indenizações, Restituições e Ressarcimentos;IndenizacoesERestituicoes;;;;;;;;;;;;;;;;;;
2020;RREO;2;JUROS E ENCARGOS DA DÍVIDA;JurosEEncargosDaDivida;;;;;;;;;;;;;;;;;;
2020;RREO;2;Multas Administrativas, Contratuais e Judiciais;MultasEJurosDeMora;;;;;;;;;;;;;;;;;;
2020;RREO;2;OPERAÇÕES DE CRÉDITO;ReceitasDeOperacoesDeCredito;;;;;;;;;;;;;;;;;;
2020;RREO;2;OUTRAS DESPESAS CORRENTES;OutrasDespesasCorrentes;;;;;;;;;;;;;;;;;;
2020;RREO;2;OUTRAS DESPESAS CORRENTES;OutrasDespesasCorrentesIntra;;;;;;;;;;;;;;;;;;
2020;RREO;2;OUTRAS RECEITAS CORRENTES;OutrasReceitasCorrentes;;;;;;;;;;;;;;;;;;
2020;RREO;2;OUTRAS RECEITAS CORRENTES;OutrasReceitasCorrentesIntra;;;;;;;;;;;;;;;;;;
2020;RREO;2;OUTRAS RECEITAS DE CAPITAL;OutrasReceitasDeCapitalIntra;;;;;;;;;;;;;;;;;;
2020;RREO;2;Operações de Crédito - Mercado Externo;OperacoesDeCreditoExternas;;;;;;;;;;;;;;;;;;
2020;RREO;2;Operações de Crédito - Mercado Interno;OperacoesDeCreditoInternas;;;;;;;;;;;;;;;;;;
2020;RREO;2;Outros Serviços;OutrosServicos;;;;;;;;;;;;;;;;;;
2020;RREO;2;Outros Serviços;OutrosServicosIntra;;;;;;;;;;;;;;;;;;
2020;RREO;2;PESSOAL E ENCARGOS SOCIAIS;PessoalEEncargosSociais;;;;;;;;;;;;;;;;;;
2020;RREO;2;PESSOAL E ENCARGOS SOCIAIS;PessoalEEncargosSociaisIntra;;;;;;;;;;;;;;;;;;
2020;RREO;2;RECEITA DE SERVIÇOS;ReceitaDeServicos;;;;;;;;;;;;;;;;;;
2020;RREO;2;RECEITA DE SERVIÇOS;ReceitaDeServicosIntra;;;;;;;;;;;;;;;;;;
2020;RREO;2;RECEITA PATRIMONIAL;ReceitaPatrimonial;;;;;;;;;;;;;;;;;;
2020;RREO;2;RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I);ReceitasExcetoIntraOrcamentarias;;;;;;;;;;;;;;;;;;
2020;RREO;2;RECEITAS (INTRA-ORÇAMENTÁRIAS) (II);ReceitasIntraOrcamentarias;;;;;;;;;;;;;;;;;;
2020;RREO;2;RECEITAS (INTRA-ORÇAMENTÁRIAS) (II);ReceitasIntraOrcamentariasTotal;;;;;;;;;;;;;;;;;;
2020;RREO;2;RECEITAS CORRENTES;ReceitasCorrentes;;;;;;;;;;;;;;;;;;
2020;RREO;2;RECEITAS CORRENTES;ReceitasCorrentesIntra;;;;;;;;;;;;;;;;;;
2020;RREO;2;RECEITAS DE CAPITAL;ReceitasDeCapital;;;;;;;;;;;;;;;;;;
2020;RREO;2;RECEITAS DE CAPITAL;ReceitasDeCapitalIntra;;;;;;;;;;;;;;;;;;
2020;RREO;2;RESERVA DE CONTINGÊNCIA;ReservaDeContingencia;;;;;;;;;;;;;;;;;;
2020;RREO;2;RESERVA DO RPPS;ReservaDoRPPS;;;;;;;;;;;;;;;;;;
2020;RREO;2;Recursos Arrecadados em Exercícios Anteriores - RPPS;RecursosArrecadadosEmExerciciosAnteriores;;;;;;;;;;;;;;;;;;
2020;RREO;2;SALDOS DE EXERCÍCIOS ANTERIORES;SaldoDeExerciciosAnterioresUtilizadosParaCreditosAdicionais;;;;;;;;;;;;;;;;;;
2020;RREO;2;SUBTOTAL DAS DESPESAS (X) = (VIII + IX);SubtotalDasDespesas;;;;;;;;;;;;;;;;;;
2020;RREO;2;SUBTOTAL DAS RECEITAS (III) = (I + II);SubtotalDasReceitas;;;;;;;;;;;;;;;;;;
2020;RREO;2;SUPERÁVIT (XIII);Superavit;;;;;;;;;;;;;;;;;;
2020;RREO;2;Serviços Administrativos e Comerciais Gerais;ServicosAdministrativosEComerciaisGerais;;;;;;;;;;;;;;;;;;
2020;RREO;2;Superávit Financeiro Utilizado para Créditos Adicionais;SuperavitFinanceiro;;;;;;;;;;;;;;;;;;
2020;RREO;2;TOTAL COM DÉFICIT (VII) = (V + VI);TotalReceitasComDeficit;;;;;;;;;;;;;;;;;;
2020;RREO;2;TOTAL COM SUPERÁVIT (XIV) = (XII + XIII);TotalDespesasComSuperavit;;;;;;;;;;;;;;;;;;
2020;RREO;2;TOTAL DAS DESPESAS (XII) = (X + XI);TotalDespesas;;;;;;;;;;;;;;;;;;
2020;RREO;2;TOTAL DAS RECEITAS (V) = (III + IV);TotalReceitas;;;;;;;;;;;;;;;;;;
2020;RREO;2;TRANSFERÊNCIAS CORRENTES;TransferenciasCorrentes;;;;;;;;;;;;;;;;;;
2020;RREO;2;TRANSFERÊNCIAS DE CAPITAL;TransferenciasDeCapital;;;;;;;;;;;;;;;;;;
2020;RREO;2;TRANSFERÊNCIAS DE CAPITAL;TransferenciasDeCapitalIntra;;;;;;;;;;;;;;;;;;
2020;RREO;2;Taxas;Taxas;;;;;;;;;;;;;;;;;;
2020;RREO;2;Transferências da União e de suas Entidades;TransferenciasCorrentesDaUniaoEDeSuasEntidades;;;;;;;;;;;;;;;;;;
2020;RREO;2;Transferências da União e de suas Entidades;TransferenciasDeCapitalDaUniaoEDeSuasEntidades;;;;;;;;;;;;;;;;;;
2020;RREO;2;Transferências de Instituições Privadas;TransferenciasCorrentesDeInstituicoesPrivadas;;;;;;;;;;;;;;;;;;
2020;RREO;2;Transferências de Outras Instituições Públicas;TransferenciasCorrentesDeOutrasInstituicoesPublicas;;;;;;;;;;;;;;;;;;
2020;RREO;2;Transferências de Pessoas Físicas;TransferenciasCorrentesDePessoasFisicas;;;;;;;;;;;;;;;;;;
2020;RREO;2;Transferências dos Estados e do Distrito Federal e de suas Entidades;TransferenciasDeCapitalDosEstadosEDoDistritoFederalEDeSuasEntidadesIntra;;;;;;;;;;;;;;;;;;
2020;RREO;2;Transferências dos Municípios e de suas Entidades;TransferenciasCorrentesDosMunicipiosEDeSuasEntidades;;;;;;;;;;;;;;;;;;
2020;RREO;2;Valores Mobiliários;ReceitasDeValoresMobiliarios;;;;;;;;;;;;;;;;;;
2020;RREO;3;ALIENAÇÃO DE BENS;AlienacaoDeBens;;;;;;;;;;;;;;;;;;
2020;RREO;3;AMORTIZAÇÃO DA DÍVIDA;AmortizacaoDaDivida;;;;;;;;;;;;;;;;;;
2020;RREO;3;Alienação de Bens Imóveis;AlienacaoDeBensImoveis;;;;;;;;;;;;;;;;;;
2020;RREO;3;Bens, Direitos e Valores Incorporados ao Patrimônio Público;BensDireitosEValoresIncorporadosAoPatrimonioPublico;;;;;;;;;;;;;;;;;;
2020;RREO;3;CONTRIBUIÇÕES;ReceitaDeContribuicoes;;;;;;;;;;;;;;;;;;
2020;RREO;3;CONTRIBUIÇÕES;ReceitaDeContribuicoesIntra;;;;;;;;;;;;;;;;;;
2020;RREO;3;Cessão de Direitos;ReceitaDaCessaoDeDireitos;;;;;;;;;;;;;;;;;;
2020;RREO;3;Contribuições Sociais;ContribuicoesSociais;;;;;;;;;;;;;;;;;;
2020;RREO;3;Contribuições Sociais;ContribuicoesSociaisIntra;;;;;;;;;;;;;;;;;;
2020;RREO;3;DESPESAS (EXCETO INTRA-ORÇAMENTÁRIAS) (VIII);DespesasExcetoIntraOrcamentarias;;;;;;;;;;;;;;;;;;
2020;RREO;3;DESPESAS (INTRA-ORÇAMENTÁRIAS) (IX);DespesasIntraOrcamentarias;;;;;;;;;;;;;;;;;;
2020;RREO;3;DESPESAS (INTRA-ORÇAMENTÁRIAS) (IX);DespesasIntraOrcamentariasTotal;;;;;;;;;;;;;;;;;;
2020;RREO;3;DESPESAS CORRENTES;DespesasCorrentes;;;;;;;;;;;;;;;;;;
2020;RREO;3;DESPESAS CORRENTES;DespesasCorrentesIntra;;;;;;;;;;;;;;;;;;
2020;RREO;3;DESPESAS DE CAPITAL;DespesasDeCapital;;;;;;;;;;;;;;;;;;
2020;RREO;3;DESPESAS DE CAPITAL;DespesasDeCapitalIntra;;;;;;;;;;;;;;;;;;
2020;RREO;3;Demais Despesas Correntes;DemaisDespesasCorrentes;;;;;;;;;;;;;;;;;;
2020;RREO;3;Demais Receitas Correntes;ReceitasCorrentesDiversas;;;;;;;;;;;;;;;;;;
2020;RREO;3;Demais Receitas Correntes;ReceitasCorrentesDiversasIntra;;;;;;;;;;;;;;;;;;
2020;RREO;3;Demais Receitas Patrimoniais;OutrasReceitasPatrimoniais;;;;;;;;;;;;;;;;;;
2020;RREO;3;Demais Receitas de Capital;RREO1OutrasReceitasDeCapitalIntra;;;;;;;;;;;;;;;;;;
2020;RREO;3;Exploração do Patrimônio Imobiliário do Estado;ReceitasImobiliarias;;;;;;;;;;;;;;;;;;
2020;RREO;3;IMPOSTOS, TAXAS E CONTRIBUIÇÕES DE MELHORIA;ReceitaTributaria;;;;;;;;;;;;;;;;;;
2020;RREO;3;INVERSÕES FINANCEIRAS;InversoesFinanceiras;;;;;;;;;;;;;;;;;;
2020;RREO;3;INVESTIMENTOS;Investimentos;;;;;;;;;;;;;;;;;;
2020;RREO;3;INVESTIMENTOS;InvestimentosIntra;;;;;;;;;;;;;;;;;;
2020;RREO;3;Impostos;Impostos;;;;;;;;;;;;;;;;;;
2020;RREO;3;Indenizações, Restituições e Ressarcimentos;IndenizacoesERestituicoes;;;;;;;;;;;;;;;;;;
2020;RREO;3;JUROS E ENCARGOS DA DÍVIDA;JurosEEncargosDaDivida;;;;;;;;;;;;;;;;;;
2020;RREO;3;Multas Administrativas, Contratuais e Judiciais;MultasEJurosDeMora;;;;;;;;;;;;;;;;;;
2020;RREO;3;OPERAÇÕES DE CRÉDITO;ReceitasDeOperacoesDeCredito;;;;;;;;;;;;;;;;;;
2020;RREO;3;OUTRAS DESPESAS CORRENTES;OutrasDespesasCorrentes;;;;;;;;;;;;;;;;;;
2020;RREO;3;OUTRAS DESPESAS CORRENTES;OutrasDespesasCorrentesIntra;;;;;;;;;;;;;;;;;;
2020;RREO;3;OUTRAS RECEITAS CORRENTES;OutrasReceitasCorrentes;;;;;;;;;;;;;;;;;;
2020;RREO;3;OUTRAS RECEITAS CORRENTES;OutrasReceitasCorrentesIntra;;;;;;;;;;;;;;;;;;
2020;RREO;3;OUTRAS RECEITAS DE CAPITAL;OutrasReceitasDeCapitalIntra;;;;;;;;;;;;;;;;;;
2020;RREO;3;Operações de Crédito - Mercado Externo;OperacoesDeCreditoExternas;;;;;;;;;;;;;;;;;;
2020;RREO;3;Operações de Crédito - Mercado Interno;OperacoesDeCreditoInternas;;;;;;;;;;;;;;;;;;
2020;RREO;3;Outros Serviços;OutrosServicos;;;;;;;;;;;;;;;;;;
2020;RREO;3;Outros Serviços;OutrosServicosIntra;;;;;;;;;;;;;;;;;;
2020;RREO;3;PESSOAL E ENCARGOS SOCIAIS;PessoalEEncargosSociais;;;;;;;;;;;;;;;;;;
2020;RREO;3;PESSOAL E ENCARGOS SOCIAIS;PessoalEEncargosSociaisIntra;;;;;;;;;;;;;;;;;;
2020;RREO;3;RECEITA DE SERVIÇOS;ReceitaDeServicos;;;;;;;;;;;;;;;;;;
2020;RREO;3;RECEITA DE SERVIÇOS;ReceitaDeServicosIntra;;;;;;;;;;;;;;;;;;
2020;RREO;3;RECEITA PATRIMONIAL;ReceitaPatrimonial;;;;;;;;;;;;;;;;;;
2020;RREO;3;RECEITAS (EXCETO INTRA-ORÇAMENTÁRIAS) (I);ReceitasExcetoIntraOrcamentarias;;;;;;;;;;;;;;;;;;
2020;RREO;3;RECEITAS (INTRA-ORÇAMENTÁRIAS) (II);ReceitasIntraOrcamentarias;;;;;;;;;;;;;;;;;;
2020;RREO;3;RECEITAS (INTRA-ORÇAMENTÁRIAS) (II);ReceitasIntraOrcamentariasTotal;;;;;;;;;;;;;;;;;;
2020;RREO;3;RECEITAS CORRENTES;ReceitasCorrentes;;;;;;;;;;;;;;;;;;
2020;RREO;3;RECEITAS CORRENTES;ReceitasCorrentesIntra;;;;;;;;;;;;;;;;;;
2020;RREO;3;RECEITAS DE CAPITAL;ReceitasDeCapital;;;;;;;;;;;;;;;;;;
2020;RREO;3;RECEITAS DE CAPITAL;ReceitasDeCapitalIntra;;;;;;;;;;;;;;;;;;
2020;RREO;3;RESERVA DE CONTINGÊNCIA;ReservaDeContingencia;;;;;;;;;;;;;;;;;;
2020;RREO;3;RESERVA DO RPPS;ReservaDoRPPS;;;;;;;;;;;;;;;;;;
2020;RREO;3;Recursos Arrecadados em Exercícios Anteriores - RPPS;RecursosArrecadadosEmExerciciosAnteriores;;;;;;;;;;;;;;;;;;
2020;RREO;3;SALDOS DE EXERCÍCIOS ANTERIORES;SaldoDeExerciciosAnterioresUtilizadosParaCreditosAdicionais;;;;;;;;;;;;;;;;;;
2020;RREO;3;SUBTOTAL DAS DESPESAS (X) = (VIII + IX);SubtotalDasDespesas;;;;;;;;;;;;;;;;;;
2020;RREO;3;SUBTOTAL DAS RECEITAS (III) = (I + II);SubtotalDasReceitas;;;;;;;;;;;;;;;;;;
2020;RREO;3;SUPERÁVIT (XIII);Superavit;;;;;;;;;;;;;;;;;;
2020;RREO;3;Serviços Administrativos e Comerciais Gerais;ServicosAdministrativosEComerciaisGerais;;;;;;;;;;;;;;;;;;
2020;RREO;3;Superávit Financeiro Utilizado para Créditos Adicionais;SuperavitFinanceiro;;;;;;;;;;;;;;;;;;
2020;RREO;3;TOTAL COM DÉFICIT (VII) = (V + VI);TotalReceitasComDeficit;;;;;;;;;;;;;;;;;;
2020;RREO;3;TOTAL COM SUPERÁVIT (XIV) = (XII + XIII);TotalDespesasComSuperavit;;;;;;;;;;;;;;;;;;
2020;RREO;3;TOTAL DAS DESPESAS (XII) = (X + XI);TotalDespesas;;;;;;;;;;;;;;;;;;
2020;RREO;3;TOTAL DAS RECEITAS (V) = (III + IV);TotalReceitas;;;;;;;;;;;;;;;;;;
2020;RREO;3;TRANSFERÊNCIAS CORRENTES;TransferenciasCorrentes;;;;;;;;;;;;;;;;;;
2020;RREO;3;TRANSFERÊNCIAS DE CAPITAL;TransferenciasDeCapital;;;;;;;;;;;;;;;;;;
2020;RREO;3;TRANSFERÊNCIAS DE CAPITAL;TransferenciasDeCapitalIntra;;;;;;;;;;;;;;;;;;
2020;RREO;3;Taxas;Taxas;;;;;;;;;;;;;;;;;;
2020;RREO;3;Transferências da União e de suas Entidades;TransferenciasCorrentesDaUniaoEDeSuasEntidades;;;;;;;;;;;;;;;;;;
2020;RREO;3;Transferências da União e de suas Entidades;TransferenciasDeCapitalDaUniaoEDeSuasEntidades;;;;;;;;;;;;;;;;;;
2020;RREO;3;Transferências de Instituições Privadas;TransferenciasCorrentesDeInstituicoesPrivadas;;;;;;;;;;;;;;;;;;
2020;RREO;3;Transferências de Outras Instituições Públicas;TransferenciasCorrentesDeOutrasInstituicoesPublicas;;;;;;;;;;;;;;;;;;
2020;RREO;3;Transferências de Pessoas Físicas;TransferenciasCorrentesDePessoasFisicas;;;;;;;;;;;;;;;;;;
